id,cidade,area,quartos,banheiros,estacionamento,andares,animais,moveis,taxa_condominio,aluguel,seguro_incendio,total
421,Rio de Janeiro,590,6,6,2,-,true,true,75000,800000,,984700
422,São Paulo,900,4,9,8,1,true,true,0,1500000,,2093000
423,São Paulo,86,2,1,1,-,true,true,0,220000,,234400
424,São Paulo,290,3,3,2,-,true,true,0,1500000,,1623000
425,Porto Alegre,84,3,2,2,4,true,true,75000,330000,,419900
426,São Paulo,160,3,1,2,-,true,true,0,500000,,530100
427,São Paulo,37,1,1,0,3,true,true,47000,350000,,414200
428,Campinas,73,3,1,1,4,true,true,30800,85000,,121500
429,São Paulo,350,4,5,5,17,true,true,240000,1500000,,1999000
430,Rio de Janeiro,57,1,1,0,2,true,true,20000,110000,,132500
431,Campinas,48,1,1,0,9,true,true,35000,65000,,103000
432,Rio de Janeiro,30,1,1,0,8,true,true,39000,80000,,122600
433,Campinas,198,6,3,4,-,true,true,0,200000,,217600
434,Porto Alegre,47,1,1,0,2,true,true,30000,100000,,137400
435,Porto Alegre,60,2,1,1,3,true,true,25000,80000,,108400
436,São Paulo,230,3,3,0,9,true,true,170000,500000,,687300
437,Belo Horizonte,90,2,1,1,-,true,true,0,152000,,154500
438,Rio de Janeiro,129,3,2,1,8,true,true,120000,325500,,466400
439,São Paulo,240,4,4,4,22,true,true,198000,667200,,915400
440,Porto Alegre,55,1,1,0,14,true,true,70000,102000,,176400
441,Porto Alegre,52,1,1,0,-,true,true,15000,120000,,141000
442,São Paulo,250,3,4,3,8,true,true,161000,600000,,877600
443,São Paulo,200,3,2,2,19,true,true,257300,1000000,,1382000
444,Belo Horizonte,312,4,3,3,1,true,true,149800,230000,,429200
445,São Paulo,230,5,5,3,-,true,true,0,990000,,1067000
446,São Paulo,72,2,2,2,9,true,true,75000,248000,,347100
447,São Paulo,55,2,1,0,5,true,true,62000,240000,,307500
448,Rio de Janeiro,72,2,2,1,2,true,true,91400,360000,,469400
449,São Paulo,50,2,1,0,-,true,true,0,120000,,130200
450,São Paulo,17,1,1,0,1,true,true,0,270000,,274000
451,Belo Horizonte,160,3,3,2,4,true,true,15000,240000,,284500
452,São Paulo,214,4,4,3,5,true,true,263800,652000,,1043000
453,Rio de Janeiro,65,1,1,0,-,true,true,30000,180000,,215400
454,São Paulo,136,3,2,1,10,true,true,130000,650000,,811400
455,Porto Alegre,70,2,2,1,6,true,true,44000,190000,,242500
456,Porto Alegre,38,1,1,0,2,true,true,34000,65000,,135000
457,São Paulo,450,8,5,5,-,true,true,0,800000,,912100
458,Rio de Janeiro,67,2,1,1,2,true,true,121700,220000,,357600
459,São Paulo,20,1,1,0,1,true,true,0,110000,,114900
460,São Paulo,41,1,1,0,12,true,true,29000,153000,,190000
461,São Paulo,50,2,1,1,7,true,true,50000,155000,,207700
462,São Paulo,205,3,3,3,-,true,true,0,552500,,618400
463,São Paulo,100,3,2,1,-,true,true,0,330000,,385000
464,São Paulo,190,3,4,4,16,true,true,284900,1500000,,1920000
465,Belo Horizonte,45,2,1,0,-,true,true,0,135000,,137300
466,Campinas,57,1,1,1,2,true,true,60500,80000,,148200
467,Porto Alegre,88,1,2,2,3,true,true,34000,160000,,200400
468,São Paulo,70,1,1,1,10,true,true,45900,340000,,398300
469,São Paulo,76,2,2,0,11,true,true,64600,280000,,348200
470,Rio de Janeiro,36,1,1,0,10,true,true,45000,137000,,186700
471,Porto Alegre,61,2,2,2,11,true,true,44500,250000,,302400
472,São Paulo,280,4,3,6,-,true,true,0,1250000,,1339000
473,São Paulo,480,5,6,3,-,true,true,0,500000,,607600
474,Campinas,45,1,1,1,17,true,true,0,195000,,197500
475,São Paulo,42,1,1,0,9,true,true,129000,150000,,299400
476,Porto Alegre,62,2,1,0,4,true,true,35200,73600,,112700
477,São Paulo,38,2,1,0,2,true,true,9000,150000,,161000
478,São Paulo,44,1,1,1,8,true,true,57800,240000,,300900
479,São Paulo,75,3,2,2,11,true,true,63000,280000,,363300
480,Rio de Janeiro,66,2,1,1,2,true,true,65000,125000,,191700
481,São Paulo,125,3,3,2,-,true,true,0,280000,,288100
482,Campinas,62,2,1,2,7,true,true,60900,150000,,221900
483,São Paulo,77,2,1,1,5,true,true,114800,310000,,475200
484,São Paulo,136,2,4,2,7,true,true,154000,480000,,664300
485,São Paulo,200,4,2,1,5,true,true,211500,500000,,750700
486,São Paulo,35,1,1,0,1,true,true,25000,130500,,157200
487,São Paulo,250,4,3,2,-,true,true,1000,450000,,467800
488,São Paulo,90,2,2,2,-,true,true,0,410000,,416200
489,Campinas,72,2,2,1,7,true,true,48000,85000,,135000
490,São Paulo,168,3,3,5,16,true,true,167500,350000,,540400
491,Porto Alegre,360,3,4,3,5,true,true,400000,1320000,,1789000
492,Campinas,38,1,1,1,9,true,true,50000,74000,,128000
493,São Paulo,23,1,1,1,26,true,true,48700,230000,,287600
494,Porto Alegre,440,3,3,3,7,true,true,10000,1050000,,1084000
495,São Paulo,120,3,3,2,9,true,true,120000,350000,,485400
496,Rio de Janeiro,90,2,2,0,5,true,true,83000,250000,,344700
497,Porto Alegre,125,4,2,0,7,true,true,100600,163200,,280200
498,São Paulo,200,3,4,3,6,true,true,180000,505800,,812300
499,São Paulo,190,3,3,2,5,true,true,180000,326000,,539400
500,Belo Horizonte,123,3,2,1,3,true,true,36300,260000,,314100
501,Campinas,53,2,1,1,-,true,true,28400,200000,,235100
502,Rio de Janeiro,70,2,1,1,2,true,true,56000,218000,,282900
503,São Paulo,90,2,2,2,17,true,true,150000,1220000,,1431000
504,São Paulo,95,3,2,0,-,true,true,0,159000,,161400
505,Campinas,74,3,1,1,4,true,true,47400,90000,,142600
506,São Paulo,64,1,1,1,15,true,true,62000,360000,,426600
507,São Paulo,155,4,5,3,14,true,true,185000,600000,,855200
508,Rio de Janeiro,125,3,1,2,3,true,true,100000,220000,,338800
509,São Paulo,40,1,1,1,9,true,true,35000,158000,,197600
510,Porto Alegre,350,3,2,4,-,true,true,0,652200,,713000
511,Belo Horizonte,417,3,5,8,-,true,true,0,765000,,822600
512,Porto Alegre,350,4,4,4,-,true,true,0,600000,,629900
513,São Paulo,40,1,1,1,8,true,true,44000,280000,,337600
514,São Paulo,30,1,1,1,15,true,true,66800,350000,,434000
515,São Paulo,142,3,4,2,4,true,true,110000,450000,,603300
516,Porto Alegre,110,3,3,2,5,true,true,130000,400000,,565900
517,São Paulo,100,4,4,1,-,true,true,0,1000000,,1016000
518,São Paulo,377,5,4,3,-,true,true,0,800000,,902100
519,São Paulo,230,2,3,3,17,true,true,257500,800000,,1131000
520,São Paulo,35,1,1,0,5,true,true,45000,180000,,234800
521,São Paulo,32,1,1,1,16,true,true,53300,290000,,347000
522,São Paulo,74,2,1,1,5,true,true,56900,202400,,267200
523,São Paulo,147,2,3,4,19,true,true,260000,120000,,419100
524,São Paulo,35,1,1,0,3,true,true,48000,250000,,307200
525,Rio de Janeiro,26,1,1,0,7,true,true,63000,150000,,223400
526,São Paulo,70,2,2,1,5,true,true,51700,170000,,224400
527,São Paulo,150,3,3,3,19,true,true,180000,280000,,537600
528,São Paulo,200,3,3,2,-,true,true,0,800000,,841300
529,Campinas,60,1,1,1,14,true,true,58300,110000,,174600
530,São Paulo,250,4,5,3,2,true,true,170000,255000,,461700
531,São Paulo,44,1,2,0,12,true,true,330000,330000,,676800
532,São Paulo,250,7,5,2,-,true,true,0,600000,,609100
533,São Paulo,157,3,2,0,7,true,true,132500,450000,,623000
534,São Paulo,97,2,2,0,1,true,true,120000,560000,,687100
535,Belo Horizonte,548,4,7,6,17,true,true,590500,1500000,,2359000
536,São Paulo,28,1,1,0,1,true,true,0,132500,,134200
537,São Paulo,250,3,4,0,1,true,true,200000,1000000,,1379000
538,Belo Horizonte,193,4,2,2,-,true,true,0,890000,,930100
539,Belo Horizonte,428,5,5,4,-,true,true,0,960000,,1043000
540,São Paulo,50,2,1,0,2,true,true,20000,95000,,116300
541,São Paulo,135,2,3,2,5,true,true,200000,1230000,,1500000
542,Rio de Janeiro,103,2,2,1,8,true,true,53000,160000,,237200
543,Campinas,103,3,2,2,2,true,true,150000,136000,,317000
544,São Paulo,80,3,2,1,-,true,true,74000,150000,,241000
545,São Paulo,160,3,3,2,10,true,true,122900,400000,,567000
546,São Paulo,238,4,3,4,24,true,true,298000,1020000,,1513000
547,Belo Horizonte,500,7,4,4,-,true,true,0,550000,,575800
548,São Paulo,580,5,5,4,4,true,true,990000,1500000,,2729000
549,São Paulo,80,1,1,0,-,true,true,0,137000,,144100
550,São Paulo,210,4,5,3,12,true,true,262000,297500,,681700
551,Porto Alegre,106,3,3,1,7,true,true,90000,225000,,336900
552,Rio de Janeiro,30,1,1,0,11,true,true,50000,120000,,173700
553,São Paulo,156,3,2,1,-,true,true,0,200000,,217800
554,São Paulo,60,1,1,1,-,true,true,0,125000,,126900
555,São Paulo,200,3,4,0,2,true,true,367200,360000,,809800
556,São Paulo,70,2,2,0,1,true,true,28000,100000,,143100
557,São Paulo,177,4,5,4,5,true,true,150000,920000,,1178000
558,São Paulo,103,3,3,2,-,true,true,73500,250000,,329200
559,São Paulo,440,4,4,4,-,true,true,0,1200000,,1468000
560,São Paulo,65,2,1,1,8,true,true,60000,170000,,241400
561,Belo Horizonte,260,5,3,3,12,true,true,200000,400000,,654100
562,São Paulo,200,4,4,6,-,true,true,0,432000,,476000
563,São Paulo,96,3,2,1,12,true,true,112200,305000,,444200
564,São Paulo,68,2,2,1,2,true,true,69000,290000,,376400
565,Belo Horizonte,300,5,5,5,-,true,true,0,450000,,502400
566,São Paulo,34,1,1,0,2,true,true,30500,75000,,109200
567,Campinas,398,5,6,0,2,true,true,350000,850000,,1281000
568,Belo Horizonte,100,1,1,0,1,true,true,0,260000,,263500
569,Belo Horizonte,176,4,5,3,6,true,true,213600,650000,,942700
570,Belo Horizonte,90,2,2,2,4,true,true,50000,400000,,480400
571,Belo Horizonte,680,7,6,8,-,true,true,0,800000,,856000
572,Belo Horizonte,220,4,3,0,9,true,true,300000,1500000,,1934000
573,São Paulo,110,2,2,2,-,true,true,0,212000,,232600
574,São Paulo,180,3,2,1,2,true,true,126000,550000,,708500
575,São Paulo,36,1,1,1,8,true,true,41000,180000,,231100
576,Belo Horizonte,450,4,4,4,8,true,true,239400,1270000,,1610000
577,Rio de Janeiro,103,3,2,0,1,true,true,81200,330000,,449100
578,Porto Alegre,101,2,2,2,5,true,true,48000,180000,,280700
579,São Paulo,196,4,4,0,11,true,true,245000,600000,,998500
580,Rio de Janeiro,28,1,1,0,-,true,true,49500,198000,,256900
581,São Paulo,260,3,4,4,-,true,true,0,450000,,456800
582,São Paulo,330,4,2,5,-,true,true,0,187000,,229900
583,Rio de Janeiro,70,3,2,1,6,true,true,60700,118900,,190800
584,Rio de Janeiro,33,1,1,0,3,true,true,50000,120000,,172900
585,São Paulo,160,3,3,2,3,true,true,220000,1050000,,1334000
586,São Paulo,60,2,1,1,9,true,true,50600,135000,,191600
587,São Paulo,36,1,1,1,1,true,true,13000,137900,,161800
588,São Paulo,20,1,1,0,1,true,true,0,206000,,208700
589,Porto Alegre,70,2,1,0,1,true,true,37500,75000,,116200
590,São Paulo,180,3,4,4,-,true,true,0,470000,,477300
591,São Paulo,105,3,3,1,5,true,true,98000,215000,,315800
592,São Paulo,275,4,5,4,1,true,true,420000,970000,,1536000
593,Belo Horizonte,450,2,2,5,-,true,true,0,151200,,160800
594,Campinas,360,4,6,4,-,true,true,86400,770000,,898000
595,São Paulo,140,2,2,1,5,true,true,70000,190000,,277500
596,São Paulo,900,3,5,8,-,true,true,0,800000,,1037000
597,Porto Alegre,152,3,5,3,9,true,true,160000,600000,,800900
598,São Paulo,280,3,4,3,-,true,true,0,800000,,862100
599,São Paulo,230,4,4,3,5,true,true,256400,250000,,603000
600,Campinas,92,3,2,3,6,true,true,70000,210000,,299400
601,Belo Horizonte,58,1,1,1,-,true,true,0,110000,,115300
602,Campinas,41,2,1,1,5,true,true,24800,119300,,145700
603,São Paulo,206,4,4,3,10,true,true,189000,1200000,,1496000
604,Campinas,214,3,3,2,1,true,true,201600,590000,,821800
605,São Paulo,110,2,2,1,18,true,true,128600,171000,,301800
606,Belo Horizonte,100,2,1,0,-,true,true,0,77700,,81500
607,Belo Horizonte,80,2,2,1,4,true,true,25000,120000,,146600
608,Belo Horizonte,311,3,4,3,20,true,true,307500,1300000,,1800000
609,São Paulo,200,2,3,2,1,true,true,170000,1500000,,1756000
610,Campinas,96,3,2,2,10,true,true,80000,320000,,423000
611,Rio de Janeiro,140,4,2,1,1,true,true,170000,600000,,815800
612,São Paulo,138,3,3,2,17,true,true,110000,707000,,864200
613,São Paulo,140,3,3,1,6,true,true,220000,390000,,650900
614,Rio de Janeiro,60,2,2,1,2,true,true,59200,125000,,185900
615,São Paulo,40,1,1,0,-,true,true,0,60000,,64400
616,São Paulo,178,3,4,4,6,true,true,270000,1020000,,1370000
617,São Paulo,140,3,3,2,-,true,true,0,490000,,499900
618,São Paulo,72,2,1,0,1,true,true,86400,102000,,189700
619,São Paulo,117,2,1,1,5,true,true,72000,270000,,346600
620,São Paulo,35,1,1,1,1,true,true,0,97700,,102000
621,Porto Alegre,42,1,1,0,1,true,true,36000,89000,,126300
622,Belo Horizonte,29,1,1,0,1,true,true,0,110000,,112300
623,São Paulo,130,2,1,0,1,true,true,65000,215000,,283700
624,Rio de Janeiro,100,3,2,1,4,true,true,235000,500000,,774800
625,Rio de Janeiro,39,1,1,0,4,true,true,45000,60900,,111100
626,São Paulo,61,1,1,0,9,true,true,39400,160000,,201500
627,Campinas,750,4,5,5,-,true,true,0,1040000,,1122000
628,Belo Horizonte,142,4,3,2,3,true,true,90000,270000,,391300
629,Campinas,650,4,4,8,-,true,true,0,750000,,781300
630,São Paulo,69,2,2,0,-,true,true,0,170000,,179900
631,São Paulo,100,2,2,4,-,true,true,0,260000,,268600
632,Belo Horizonte,300,4,2,2,3,true,true,175000,800000,,1036000
633,São Paulo,190,3,4,3,14,true,true,170000,274000,,537500
634,Rio de Janeiro,115,2,2,0,13,true,true,95000,450000,,823900
635,Campinas,119,3,1,1,5,true,true,92600,120000,,224200
636,São Paulo,100,2,3,1,4,true,true,120000,189000,,315600
637,São Paulo,55,2,1,1,3,true,true,40000,108700,,150100
638,São Paulo,44,1,1,1,2,true,true,72400,300000,,385200
639,São Paulo,316,4,6,4,18,true,true,476700,800000,,1483000
640,São Paulo,83,2,3,2,-,true,true,20000,350000,,392000
641,Belo Horizonte,1000,5,7,8,-,true,true,0,1498000,,1713000
642,São Paulo,150,3,2,1,8,true,true,117200,480000,,603300
643,São Paulo,53,2,1,1,7,true,true,45000,420000,,474600
644,São Paulo,49,2,1,1,-,true,true,40000,97000,,138700
645,Campinas,185,3,3,2,6,true,true,120000,220000,,352800
646,Rio de Janeiro,40,1,1,0,-,true,true,0,120000,,123900
647,São Paulo,65,2,1,0,3,true,true,65400,114000,,181800
648,São Paulo,67,3,2,1,10,true,true,49600,156000,,214800
649,São Paulo,46,1,1,1,9,true,true,50000,220000,,276300
650,Campinas,205,3,2,1,2,true,true,95000,220000,,333400
651,Porto Alegre,550,5,5,3,-,true,true,0,900000,,966000
652,Campinas,50,1,1,1,3,true,true,39300,65000,,108500
653,São Paulo,266,4,5,4,7,true,true,290000,1090000,,1511000
654,Rio de Janeiro,280,3,2,2,10,true,true,314000,800000,,1237000
655,São Paulo,1600,6,6,6,-,true,true,0,760000,,954900
656,São Paulo,70,1,1,0,4,true,true,76000,240000,,334700
657,São Paulo,84,3,2,2,8,true,true,70000,234000,,332000
658,Belo Horizonte,40,1,1,0,3,true,true,49600,100000,,162600
659,Rio de Janeiro,117,3,2,1,7,true,true,75000,411000,,529700
660,São Paulo,68,2,2,2,8,true,true,103000,343000,,474000
661,Belo Horizonte,140,2,2,2,11,true,true,69200,280000,,363400
662,São Paulo,450,4,2,3,-,true,true,0,1300000,,1420000
663,Porto Alegre,44,1,2,0,3,true,true,14000,135000,,161000
664,São Paulo,40,1,1,1,3,true,true,68600,320000,,397900
665,São Paulo,70,1,2,1,1,true,true,130000,825000,,986400
666,São Paulo,50,1,2,0,-,true,true,0,90000,,96400
667,Belo Horizonte,405,2,3,0,7,true,true,350000,400000,,825300
668,São Paulo,75,2,2,1,1,true,true,70000,316000,,406600
669,Belo Horizonte,80,3,3,1,3,true,true,56000,150100,,208100
670,São Paulo,450,4,5,6,-,true,true,0,1200000,,1352000
671,São Paulo,225,4,5,4,10,true,true,160000,710600,,879700
672,São Paulo,250,3,2,3,35,true,true,250000,1500000,,1878000
673,São Paulo,60,2,1,1,5,true,true,96500,220000,,335800
674,São Paulo,31,1,1,1,9,true,true,150000,340000,,509400
675,São Paulo,100,3,1,3,-,true,true,0,200000,,219500
676,Belo Horizonte,20,1,1,0,6,true,true,42000,105000,,156300
677,São Paulo,200,3,4,8,-,true,true,0,700000,,713100
678,Campinas,50,1,1,1,8,true,true,78000,169000,,255400
679,São Paulo,61,3,2,2,15,true,true,71200,220000,,303000
680,São Paulo,200,3,4,2,3,true,true,447500,980000,,1522000
681,Belo Horizonte,100,2,2,0,-,true,true,0,1100000,,1128000
682,São Paulo,365,4,5,6,4,true,true,372200,1390000,,2039000
683,São Paulo,38,1,1,0,13,true,true,41400,300000,,351700
684,Rio de Janeiro,49,2,1,0,4,true,true,36200,135000,,178800
685,São Paulo,207,3,5,4,6,true,true,240000,1200000,,1549000
686,Campinas,82,3,2,1,6,true,true,82500,150000,,248700
687,São Paulo,400,5,4,3,-,true,true,0,400000,,431100
688,Rio de Janeiro,170,4,2,2,6,true,true,242000,900000,,1237000
689,Porto Alegre,105,3,2,2,3,true,true,37000,289000,,352000
690,São Paulo,383,4,4,5,2,true,true,218900,300400,,594100
691,São Paulo,168,3,3,3,3,true,true,160500,270000,,466200
692,São Paulo,53,2,2,1,10,true,true,194000,240000,,476000
693,Porto Alegre,320,4,3,2,-,true,true,0,450000,,470500
694,São Paulo,300,3,4,3,18,true,true,350000,990000,,1436000
695,Campinas,100,3,2,3,-,true,true,0,220000,,223400
696,São Paulo,40,1,1,0,-,true,true,0,90000,,99200
697,São Paulo,180,3,1,0,-,true,true,0,250000,,287200
698,São Paulo,257,4,5,4,8,true,true,273000,750000,,1143000
699,São Paulo,178,2,4,2,2,true,true,230000,700000,,1028000
700,São Paulo,179,3,3,0,9,true,true,182800,1200000,,1445000
701,Porto Alegre,64,2,1,0,1,true,true,30000,175000,,211800
702,Porto Alegre,60,2,1,0,1,true,true,32600,99000,,135600
703,São Paulo,55,1,1,1,11,true,true,69600,220000,,307200
704,São Paulo,50,1,1,0,8,true,true,47000,197000,,246500
705,São Paulo,82,3,2,2,19,true,true,47000,199400,,249000
706,Rio de Janeiro,60,1,1,1,7,true,true,65000,121000,,198200
707,Porto Alegre,40,1,1,1,9,true,true,130000,120000,,258600
708,Campinas,230,4,4,8,-,true,true,0,510000,,549700
709,São Paulo,73,2,1,1,2,true,true,68000,130000,,201700
710,São Paulo,79,2,2,1,1,true,true,60000,200000,,270100
711,São Paulo,230,3,4,2,3,true,true,200000,480000,,715300
712,Rio de Janeiro,214,3,3,3,4,true,true,357500,1400000,,1881000
713,São Paulo,120,2,1,0,-,true,true,0,150000,,161300
714,São Paulo,200,4,2,1,-,true,true,0,250000,,287200
715,Porto Alegre,85,3,2,2,9,true,true,94000,330000,,439100
716,São Paulo,45,1,1,1,1,true,true,300000,552000,,859000
717,Porto Alegre,30,1,1,0,4,true,true,19800,75500,,98700
718,São Paulo,57,2,2,1,3,true,true,47600,230000,,280600
719,São Paulo,500,4,7,3,-,true,true,0,1500000,,1773000
720,São Paulo,322,4,5,5,17,true,true,270000,1500000,,1977000
721,São Paulo,20,1,1,0,3,true,true,22400,153000,,177400
722,Porto Alegre,100,2,2,1,-,true,true,0,134600,,137000
723,São Paulo,620,4,6,4,1,true,true,813300,1500000,,2784000
724,Porto Alegre,240,4,3,5,-,true,true,0,250000,,266500
725,São Paulo,95,3,2,2,10,true,true,90000,700000,,813100
726,São Paulo,35,1,1,1,6,true,true,54200,210000,,276800
727,Belo Horizonte,325,5,4,7,-,true,true,0,890000,,946300
728,São Paulo,58,3,1,1,1,true,true,45600,280000,,331300
729,São Paulo,200,4,4,3,6,true,true,140000,900000,,1152000
730,São Paulo,92,3,2,2,2,true,true,140700,110000,,277100
731,Belo Horizonte,65,2,1,1,9,true,true,45000,154500,,209600
732,Campinas,57,2,1,0,2,true,true,37800,80000,,122000
733,São Paulo,50,2,1,1,2,true,true,40000,160000,,202100
734,São Paulo,165,4,5,2,4,true,true,250000,950000,,1244000
735,Rio de Janeiro,70,2,1,1,6,true,true,90000,190000,,294700
736,São Paulo,230,4,3,1,1,true,true,240000,400000,,696400
737,Rio de Janeiro,34,1,1,0,3,true,true,82000,200000,,296000
738,Rio de Janeiro,25,1,1,0,-,true,true,0,66000,,67100
739,São Paulo,50,2,1,1,2,true,true,0,180000,,182300
740,Porto Alegre,120,3,2,2,2,true,true,70000,297500,,387400
741,Porto Alegre,60,2,1,1,-,true,true,0,140000,,152100
742,São Paulo,67,2,2,1,8,true,true,98000,224000,,346400
743,São Paulo,22,1,1,0,26,true,true,38400,210000,,255100
744,São Paulo,197,3,1,2,-,true,true,0,210000,,242200
745,Porto Alegre,105,3,3,1,3,true,true,130000,230000,,376400
746,São Paulo,80,2,2,1,-,true,true,0,155600,,156400
747,Belo Horizonte,140,4,2,2,5,true,true,82000,250000,,360700
748,Rio de Janeiro,70,2,2,1,9,true,true,120000,400000,,543600
749,Porto Alegre,383,5,5,4,-,true,true,0,1000000,,1043000
750,São Paulo,172,3,4,3,5,true,true,165000,900000,,1167000
751,Porto Alegre,57,2,2,1,6,true,true,42500,180000,,232700
752,São Paulo,32,1,1,1,23,true,true,180000,200000,,424200
753,Belo Horizonte,341,10,6,7,-,true,true,0,550000,,605000
754,Belo Horizonte,600,5,6,8,-,true,true,0,1050000,,1132000
755,São Paulo,43,2,1,1,13,true,true,30700,200000,,235100
756,Campinas,98,3,2,1,1,true,true,72700,123300,,206000
757,São Paulo,36,2,1,0,6,true,true,59000,179000,,240300
758,Rio de Janeiro,42,1,1,0,4,true,true,50000,280000,,341600
759,Campinas,120,3,3,3,8,true,true,70000,270000,,360200
760,Rio de Janeiro,78,2,2,1,8,true,true,72000,140000,,242900
761,São Paulo,113,3,4,2,7,true,true,160000,400000,,624200
762,São Paulo,47,2,1,1,1,true,true,56000,139000,,196800
763,São Paulo,60,2,2,1,5,true,true,47800,130000,,179500
764,Porto Alegre,77,2,1,0,1,true,true,0,113000,,117200
765,Porto Alegre,75,2,2,1,3,true,true,20000,150000,,186400
766,São Paulo,60,3,1,1,3,true,true,47000,155000,,204000
767,São Paulo,240,3,4,3,9,true,true,210000,580000,,879900
768,São Paulo,48,1,1,1,4,true,true,63300,340000,,419100
769,Belo Horizonte,70,3,1,1,8,true,true,39500,130000,,178400
770,Belo Horizonte,345,3,3,0,-,true,true,0,350000,,370800
771,São Paulo,250,4,2,3,2,true,true,300000,1500000,,1829000
772,São Paulo,158,4,4,3,4,true,true,199000,350000,,612400
773,Porto Alegre,55,2,1,1,-,true,true,0,130000,,135800
774,Rio de Janeiro,80,2,1,1,17,true,true,86600,182000,,294500
